"","event_hash","variable","place_hash","name_cleaner_a","name_cleaner_b","rex_match","string_dist_osa"
"1854","216549ce","V8","e95ac7ad58820136","kuromoto","kairi",NA,7
"1855","216549ce","V9","36c365816b9cf33e","kuromoto","kinunga",NA,7
"1856","216549ce","V10","49fa0fcabcf6c244","kuromoto","karueti",NA,5
"1857","216c117","V1","65105387388998e0","gichugu","kianyaga",NA,6
"1858","216c117","V2","648a2807caf58c55","gichugu","kaimu",NA,6
"1859","216c117","V3","d34fc5af7242e384","gichugu","raimu",NA,6
"1860","216c117","V4","10c80c504a0ea3df","gichugu","raimu sublocation",NA,15
"1861","21727f9f","V1","2e0b43ad5711b204","gatandu","gatundu district offices",NA,18
"1862","21727f9f","V2","c055798a735fe2bf","gatandu","gatundu post office",NA,13
"1863","21727f9f","V3","21e1285e1e0a047a","gatandu","gatundu",NA,1
"1864","21727f9f","V4","1b3b4429674642a7","gatandu","gatundu district hospital",NA,19
"1865","21727f9f","V8","532a731edbd6fff5","gatandu","iama",NA,5
"1866","21727f9f","V9","4eaa8b25ddb9e4f2","gatandu","kiama",NA,6
"1867","21790a36","V1","ec1f4648976354e4","chege","gathumbi",NA,7
"1868","21790a36","V3","33473a887b9344e0","chege","thunguri",NA,6
"1869","21790a36","V4","e90dda02f9b430f8","chege","othaya location",NA,14
"1870","21790a36","V9","4578222c2fc883a6","chege","maragoya",NA,7
"1871","2183ffd7","V1","02c58362833ebc57","gatitu","mitero",NA,5
"1872","2183ffd7","V4","49d6eb9d40099596","gatitu","gikindu secondary school",NA,21
"1873","2183ffd7","V5","c5d4533914abdf2f","gatitu","mukurwe",NA,7
"1874","2183ffd7","V7","ead864c0e98607d8","gatitu","gatundu",NA,3
"1875","2183ffd7","V8","e07486ec022691df","gatitu","muthiga",NA,5
"1876","21883e6e","V1","d6373359f66456a5","ngobit river","oltafetafarm",NA,12
"1877","21883e6e","V2","f46df1f9535d4fe5","ngobit river","njigari",NA,8
"1878","21883e6e","V3","cd82196340f4d3b6","ngobit river","gathima",NA,9
"1879","21883e6e","V4","110b76f6f26e84e4","ngobit river","munyangesublocation",NA,16
"1880","21883e6e","V5","7ab1133bd5bd6369","ngobit river","gachiguini",NA,10
"1881","21883e6e","V6","915159a8e7e3cfc9","ngobit river","oltafeta farm",NA,12
"1882","21883e6e","V8","593621bf7279a215","ngobit river","ol tafeta farm",NA,13
"1883","21883e6e","V9","45543614ad0298eb","ngobit river","nairutia",NA,9
"1884","21883e6e","V10","7c490977829aba8e","ngobit river","hrotian",NA,9
"1885","218cd12a","V1","3462338fe7341434","waraza farm","warazo jet",NA,5
"1886","218cd12a","V3","10626a9ffef2679c","waraza farm","mukunga",NA,10
"1887","218cd12a","V7","2cdba78a95ef3f42","waraza farm","ihuku",NA,11
"1888","218cd12a","V8","b77cfd1147b29e34","waraza farm","nassia",NA,9
"1889","218cd12a","V9","96df88d393e749fe","waraza farm","nasia",NA,9
"1890","218fc7ed","V1","f1cf0f3b2c506720","gilgil","kairi mwihoti",NA,11
"1891","218fc7ed","V3","249f50529ac82631","gilgil","cokereria",NA,8
"1892","218fc7ed","V5","f939db8aebf176b2","gilgil","kiriundu",NA,7
"1893","218fc7ed","V7","962be0a91c9aac7c","gilgil","ridge",NA,4
"1894","2195f440","V1","d651186634d6d49d","fort hall","aberdare forest and national park",NA,26
"1895","2195f440","V2","e1643a536814f4b1","fort hall","aberdare forest and national pa",NA,24
"1896","2195f440","V3","3532c1fdf0920c8c","fort hall","aberdare f national p",NA,17
"1897","2195f440","V4","6ac76943c44b748f","fort hall","aberdare f  n park",NA,15
"1898","2195f440","V5","4ab61d8dd7c6794e","fort hall","nyaore",NA,9
"1899","2195f440","V6","975f781ddd0886dd","fort hall","gikai",NA,8
"1900","21974422","V1","d0f8b1f009d3e815","van dyk","olarabel",NA,7
"1901","21974422","V4","e4301e60f14a4365","van dyk","lariak settlement",NA,15
"1902","21974422","V6","a6d054cb94e51ad0","van dyk","lariaksettlement",NA,15
"1903","21974422","V7","357d892799f7a897","van dyk","gituamba",NA,8
"1904","21974422","V8","25a194b018db98d5","van dyk","thigio",NA,7
"1905","21974422","V10","850c419ad4f00df7","van dyk","olngarua",NA,7
"1906","2198e3e0","V1","f791e0ce8b9c3e9d","ziwani farm","kangundo road",NA,11
"1907","2198e3e0","V2","34dc0110883b1306","ziwani farm","matungulu",NA,10
"1908","2198e3e0","V4","8e6c29957b2db182","ziwani farm","koma rock",NA,9
"1909","2198e3e0","V9","e5c3ae5d6c325915","ziwani farm","komarock",NA,10
"1910","2198e3e0","V10","9b3f0b950c21ac18","ziwani farm","koma rock farm",NA,8
"1911","2198fddd","V1","ab245bc084a235bf","campbells","olmogogo",NA,8
"1912","2198fddd","V3","fcf603a7bab1b515","campbells","ol mogogo",NA,9
"1913","2198fddd","V5","7700898daeeb1d5a","campbells","biazi",NA,8
"1914","2198fddd","V9","a7566de4239f6c2d","campbells","melawa",NA,7
"1915","2198fddd","V10","7166af1c15e2252a","campbells","melewa",NA,7
"1916","219b4cf9","V1","bdf0f8f35f150b0d","irura loc 15","kigongo",NA,11
"1917","219b4cf9","V6","d239b54707fc1eb9","irura loc 15","gaturi",NA,11
"1918","219b4cf9","V8","de90aa770ed31683","irura loc 15","wathinga",NA,11
"1919","219b4cf9","V9","4551eeb813bd8219","irura loc 15","kathairu",NA,11
"1920","21a374aa","V1","47fa601ebbdf7f86","streatfields farm","maiella primary school",NA,18
"1921","21a374aa","V2","84af79ea9605e520","streatfields farm","maiella township primary school",NA,25
"1922","21a374aa","V3","b83cb58594ae08f6","streatfields farm","maiella estate",NA,13
"1923","21a374aa","V6","bf3c8e5c5bc24b2e","streatfields farm","kokot",NA,16
"1924","21a374aa","V10","6f58672551ede29a","streatfields farm","manunga estate",NA,14
"1925","21a66db2","V1","9306e3328a26cd9a","weavers farm","henivillage",NA,10
"1926","21a66db2","V2","2387716bef973d18","weavers farm","heni village",NA,10
"1927","21a66db2","V4","f43c8852b51be427","weavers farm","heni",NA,11
"1928","21a66db2","V7","ce292541c2ec02fc","weavers farm","karati",NA,9
"1929","21a66db2","V9","536e0220623f9429","weavers farm","mara ngishu estate",NA,14
"1930","21c5fe46","V1","94f7bb264e758f6e","rotain","olombori",NA,7
"1931","21c5fe46","V5","38588793288ca172","rotain","enambadad berouajou",NA,16
"1932","21c5fe46","V7","ee647cdbf2971841","rotain","rongai",NA,3
"1933","21c5fe46","V8","e01117a45ca151cb","rotain","rotian",NA,1
"1934","21cfac7","V1","e3128af0fdb7f986","catholic mission","magumu",NA,14
"1935","21cfac7","V3","1243f31fe8413926","catholic mission","bamboo",NA,13
"1936","21cfac7","V5","42658aa2dc7e9a09","catholic mission","kamae",NA,14
"1937","21cfac7","V6","ecee7a0cabd7a959","catholic mission","kinangop wind park",NA,16
"1938","21cfac7","V7","0e707f048e2b78a8","catholic mission","oloshoolchoro",NA,13
"1939","21dc65d5","V1","e9c0826a3334d2cc","kianyagga","raimu sublocation",NA,15
"1940","21dc65d5","V2","75c01793e1c09d8b","kianyagga","raimu",NA,8
"1941","21dc65d5","V3","0d287c92469fb886","kianyagga","kaimu",NA,7
"1942","21e819ba","V1","f126ae1afa171bea","kianyaga","kibingo",NA,5
"1943","21e819ba","V5","818c3abffc0e50bf","kianyaga","ibingo",NA,6
"1944","21e819ba","V6","6544b60b6633770e","kianyaga","karikosublocation",NA,14
"1945","21e819ba","V7","45a33179c36cc2a0","kianyaga","kagumo",NA,6
"1946","21e819ba","V10","fef7f5d35e0ecaed","kianyaga","kamuiru",NA,6
"1947","21f30c66","V1","b5f590efab1de52c","mwerua","kaitheri",NA,7
"1948","21f30c66","V4","8088b78778529cd1","mwerua","kerugoya",NA,5
"1949","21f30c66","V5","33a53dadd782f881","mwerua","keruguya",NA,5
"1950","21f30c66","V8","bef32c021dc17ffa","mwerua","kirinyaga district",NA,17
"1951","21f30c66","V9","4f2980c3481a70bf","mwerua","kirinyaga county",NA,15
"1952","2207a9a5","V1","d10d266e3664c0b0","kabage forest nyeri","barton",NA,14
"1953","2207a9a5","V2","cf3085470302a390","kabage forest nyeri","kanjora",NA,15
"1954","2207a9a5","V5","0387259df2daaf3e","kabage forest nyeri","kabage",NA,13
"1955","2207a9a5","V7","5e5ac6729e257d14","kabage forest nyeri","njoguini",NA,16
"1956","2207a9a5","V8","9e246e85223fbd0b","kabage forest nyeri","north kabage road",NA,17
"1957","2207b74","V1","b7a7fcf18b7ca19b","fort hall","kimakia",NA,8
"1958","2207b74","V3","f9ab56659adad1fd","fort hall","kanderendutrack",NA,13
"1959","2207b74","V4","50eac88c0a1c6a6b","fort hall","kanderendu",NA,10
"1960","2207b74","V5","811f6eee2d5284c6","fort hall","kanderendu track",NA,13
"1961","2209fc9a","V1","44f55d93fb4b53db","location 1","gatanga",NA,7
"1962","2209fc9a","V2","ee16cf02da81c5d6","location 1","ithangarari",NA,10
"1963","2209fc9a","V5","468bf4377b11580c","location 1","gatanga sublocation",NA,13
"1964","2209fc9a","V6","a630b2e49a0035fb","location 1","ruambora",NA,8
"1965","2209fc9a","V8","ab18ef59d0ee3a4e","location 1","ruabora",NA,8
"1966","2209fc9a","V9","068272e36e10e6dc","location 1","gatanga location",NA,10
"1967","222fec8a","V1","9b6a577a3e087f35","kagaari","nguumo",NA,6
"1968","222fec8a","V3","34694b23f32da611","kagaari","nyeristationforest",NA,16
"1969","222fec8a","V5","2ab408b257ab1f72","kagaari","kamaende",NA,5
"1970","222fec8a","V7","1d3a6a23c911ed60","kagaari","kiganjo",NA,4
"1971","222fec8a","V9","bbac673a65849f2e","kagaari","naka",NA,5
"1972","222fec8a","V10","032832725cdb68af","kagaari","kamaendesublocation",NA,14
"1973","223f6d44","V1","3a69207a0cceee61","dorrington","kariakomo",NA,8
"1974","223f6d44","V2","b25b9aa0d774c55b","dorrington","kiamiogo",NA,7
"1975","223f6d44","V3","33fcade2a3750e30","dorrington","mweria",NA,8
"1976","223f6d44","V4","5802b0b2be36044f","dorrington","mugumangosublocation",NA,15
"1977","223f6d44","V5","68e822eb6e4dceaa","dorrington","kirarosublocation",NA,12
"1978","223f6d44","V6","f65eb00f07a20215","dorrington","kiraro",NA,8
"1979","223f6d44","V7","9f0f18e3925aeff9","dorrington","kalureri",NA,10
"1980","223f6d44","V10","7517dd23eb33fe61","dorrington","to kakulet",NA,9
"1981","224c171","V1","3d725d4a23787298","nyeri native","kamakwa",NA,11
"1982","224c171","V4","c02675df3e6c56fa","nyeri native","gitathiini",NA,10
"1983","22529780","V1","c6086a968ca01619","kanyenyeini","gitugu",NA,11
"1984","22529780","V6","597f69c858fe3466","kanyenyeini","kanvenyeni",NA,2
"1985","22529780","V7","9dd0ab69b050c04f","kanyenyeini","rwathia",NA,10
"1986","2259c3d2","V1","ff39ebac90ea30b4","ichichi","mununga forest guard post",NA,25
"1987","2259c3d2","V4","c7b42af901b06583","ichichi","munungaforestguardpost",NA,22
"1988","2259c3d2","V5","18f82e8e8d67e12b","ichichi","mununga track",NA,13
"1989","2259c3d2","V8","a1a282912dc672e9","ichichi","munungatrack",NA,12
"1990","22735c22","V1","f3dd6da4b029255e","ndemi","rwamburi kiugu",NA,12
"1991","22735c22","V3","152e0326d252dc98","ndemi","rwamburikiugu",NA,11
"1992","22735c22","V4","ec87849cc09013f6","ndemi","ndiuini sublocation",NA,16
"1993","22735c22","V5","b46192e37fae00c4","ndemi","karinga",NA,7
"1994","22735c22","V6","e33a2b7faa73bfb8","ndemi","ndiuini",NA,4
"1995","22a31e11","V1","80916feca5702f2f","kagumo","kamuiru",NA,4
"1996","22a31e11","V4","258e6300ab40b1ac","kagumo","kagumomutira roadextends to baricho",NA,29
"1997","22a31e11","V5","37cfe19e2f07a842","kagumo","mutira mission",NA,12
"1998","22a31e11","V8","032658452d702b9b","kagumo","mutira",NA,6
"1999","22a4a3cb","V1","59dbb6cdd5b1ab26","gaturi","gachoka",NA,5
"2000","22a4a3cb","V3","85c5fa0e55e4133c","gaturi","mbeti south",NA,9
"2001","22a4a3cb","V5","87fea6ea6407d27b","gaturi","ngenge",NA,6
"2002","22a602f7","V1","968a8cc4fd0968fa","elliot","mreru",NA,6
"2003","22a602f7","V3","3be483d85ae456b8","elliot","ndivai",NA,6
"2004","22a602f7","V8","cd968ef399ee81bf","elliot","mathingira",NA,9
"2005","22a602f7","V10","af77c0509698808f","elliot","marigat",NA,5
"2006","22aad203","V1","1f10bd47ea17b086","kiambu","fika bikeshare",NA,11
"2007","22aad203","V2","d08edf19507e40cc","kiambu","windsor golf  country club",NA,24
"2008","22aad203","V3","c46d04a0820b91ad","kiambu","fika bikeshare docking system 1",NA,27
"2009","22aad203","V4","7e9033da4ae0a6aa","kiambu","shark palace",NA,10
"2010","22aad203","V8","d43247ecfc6b8717","kiambu","ridgeways",NA,8
"2011","22aad203","V10","b44c8a3b92931273","kiambu","kiambu road",NA,5
"2012","22b03594","V1","f81209ca29e1d1bb","stevens farm","karunga",NA,10
"2013","22b03594","V5","4fcf46bc4b003bc2","stevens farm","dufferspool",NA,10
"2014","22b03594","V6","dbcd5c5d6fec0839","stevens farm","duffers pool",NA,9
"2015","22b03594","V9","9fe0f40e28e8ebc1","stevens farm","nyairoko",NA,12
"2016","22c477a3","V1","f2d13ee848b87099","ndia","keruguya",NA,7
"2017","22c477a3","V2","8b2c4144cf866497","ndia","kaguyu",NA,6
"2018","22c477a3","V3","818c3abffc0e50bf","ndia","ibingo",NA,5
"2019","22c477a3","V4","4fe34c9f8a916b12","ndia","kibingo",NA,6
"2020","22c477a3","V7","e26fd864a3337b2b","ndia","karisa",NA,4
"2021","22c477a3","V8","7da09633c061742d","ndia","kiaritha",NA,6
"2022","22cc5934","V1","ca907a3c15eae854","aggett","kifuku",NA,6
"2023","22cc5934","V2","e1497450943f2bf0","aggett","pesi",NA,5
"2024","22cc5934","V5","80bf567332e7b0ad","aggett","lombala ranch",NA,12
"2025","22cc5934","V7","cdc2e43e0b3d478b","aggett","lombalaranch",NA,11
"2026","22cc5934","V8","5c01e708d36c502f","aggett","rombala",NA,7
"2027","22d1980a","V1","0f431f5b9c7ef6f9","delap","kitai",NA,4
"2028","22d1980a","V5","26497fb536cbee5e","delap","wanjohi town",NA,12
"2029","22d1980a","V6","847e33ba4566382d","delap","gitahi",NA,5
"2030","22d1980a","V7","11c0a2d3c1fbe52f","delap","chitehi",NA,7
"2031","22d1980a","V10","dc95fe150d6a69f9","delap","wanjohi",NA,7
"2032","22da05d8","V1","5493fc4b9f9ca4ff","mount kenya and thunguru forest","nthunguru forest",NA,15
"2033","22da05d8","V2","dd94015962ce3c51","mount kenya and thunguru forest","nthunguruforest",NA,16
"2034","22da05d8","V3","e084956f4409214c","mount kenya and thunguru forest","thunguru forest",NA,16
"2035","22da05d8","V10","657ea449812579a0","mount kenya and thunguru forest","kinoro",NA,27
"2036","22e13d90","V1","6165bbf7e6b70750","howard williams","olologonya",NA,13
"2037","22e13d90","V2","09a297ec29c3efae","howard williams","elephant",NA,14
"2038","22e13d90","V8","f8614b282f285d20","howard williams","pirisya",NA,12
"2039","22e13d90","V9","1850b00249097a06","howard williams","berisha",NA,12
"2040","22f2af2","V1","bb4f4f97292c1b2e","ngobit","ongata naado",NA,10
"2041","22f2af2","V2","33bf9f77091ac3a6","ngobit","naado ongata",NA,9
"2042","22f2af2","V6","1122f117d396e148","ngobit","naadoongata",NA,8
"2043","22f2af2","V8","12547bf5e7b849f0","ngobit","naado ong ata",NA,10
"2044","22f2af2","V9","1f6e86633218e910","ngobit","laronyohill",NA,8
"2045","22f2af2","V10","6c8a1b5818bcdb7c","ngobit","loronyo",NA,6
"2046","22f7d01e","V1","df1d82b4ce9169e9","tfalls","subuku",NA,6
"2047","22f7d01e","V5","29d1d34d2da197df","tfalls","subuko",NA,6
"2048","22f7d01e","V7","d259ebd5cf8271b5","tfalls","marmanet",NA,7
"2049","22ff1652","V1","dfe399059d9b80a1","ndomba","ndomba",1,0
"2050","22ff1652","V3","776aecd1c26ffaf3","ndomba","kabari",NA,6
"2051","22ff1652","V4","32f14911383a5f5c","ndomba","kabare location",NA,14
"2052","22ff1652","V5","bdbe761c25da5468","ndomba","ndomba veterinary station",NA,19
"2053","22ff1652","V6","f84c40558c356956","ndomba","nyangati sublocation",NA,17
"2054","230bd228","V1","c08bc21dc9cb10f7","becker","kiawara",NA,6
"2055","230bd228","V2","365f010ceb21fd4f","becker","lamuria estate",NA,13
"2056","230bd228","V3","504f400834dabebc","becker","kabati",NA,6
"2057","230bd228","V5","9811189f24e39baf","becker","belle vue estate",NA,13
"2058","230bd228","V7","7c4a78c60c7cfce0","becker","bellevueestate",NA,11
"2059","230bd228","V8","a66184c423f2151a","becker","similik",NA,7
"2060","230bd228","V10","6c11cec788e761ab","becker","one tree",NA,6
"2061","230ebb69","V1","602d12a8ca051a94","chomo","mataara",NA,7
"2062","230ebb69","V2","f6986021dc672e75","chomo","chomo",1,0
"2063","230ebb69","V3","28d5bec524423c9a","chomo","kimakia",NA,7
"2064","230ebb69","V4","b9baf614b43c331a","chomo","tambaya",NA,7
"2065","230ebb69","V9","7248164c04cfe25b","chomo","matara",NA,6
"2066","23176e2c","V1","4dd09f197891b55b","pde batard farm","naiurur",NA,12
"2067","23176e2c","V2","faf3f22ad589079d","pde batard farm","letale olkeju",NA,13
"2068","23176e2c","V3","3292bc093fcc9aca","pde batard farm","kimurifarm",NA,10
"2069","23176e2c","V4","bf79d13923b8803a","pde batard farm","sesia",NA,13
"2070","23176e2c","V5","78f257d9d41bda50","pde batard farm","kalalufarm",NA,9
"2071","23176e2c","V6","042850c30d532a4b","pde batard farm","rasasi oldoinyo",NA,14
"2072","23176e2c","V7","c5aad1cf05fd6c60","pde batard farm","loborsoit",NA,13
"2073","23176e2c","V9","1d16213d9a67067b","pde batard farm","pelican house",NA,12
"2074","23176e2c","V10","22ff9a37f2de2504","pde batard farm","kimuri farm",NA,9
"2075","23274aca","V1","1309eec8129f4492","lambie","munyeki",NA,7
"2076","23274aca","V4","10aabbf555c3a29a","lambie","chatu farm",NA,9
"2077","23274aca","V7","e46b8fd3f5bd3786","lambie","olkalaucountryclub",NA,16
"2078","23274aca","V8","cdb9af0e7f443154","lambie","ol kalau country club",NA,19
"2079","23274aca","V9","fafea928d9c6dd86","lambie","olongalau",NA,8
"2080","23274aca","V10","2373ca4684a2cf27","lambie","olkalou country club",NA,18
"2081","232f0a74","V1","e7eeb653cddae4c6","whitfields farm","sirimon track",NA,12
"2082","232f0a74","V3","868c00a92fdcfc9d","whitfields farm","ccm angaine",NA,15
"2083","232f0a74","V4","80ff252800d3a539","whitfields farm","nanteddu",NA,12
"2084","232f0a74","V5","98f96d6120eb34bc","whitfields farm","kalalu farm",NA,9
"2085","232f0a74","V6","fb60e49916cbfbf6","whitfields farm","lucyfarm",NA,10
"2086","232f0a74","V9","62b6005f65fbd389","whitfields farm","esorre",NA,12
"2087","232f0a74","V10","401eaff33dcb53b8","whitfields farm","sirimon",NA,13
"2088","23417f3c","V1","8dc82687bc7e5975","kamweti","kiaruri",NA,5
"2089","23417f3c","V3","65fe876872ce0a31","kamweti","guama",NA,6
"2090","23417f3c","V6","a72299eef65a2b57","kamweti","karumandi",NA,5
"2091","23417f3c","V7","8d39c8f09f87b8ce","kamweti","gatumbi",NA,5
"2092","235e2ae4","V1","491518267ab0ef82","south nyeri reserve","kihome",NA,17
"2093","235e2ae4","V3","f221a04c68048d77","south nyeri reserve","kairuthi",NA,17
"2094","235e2ae4","V7","46883a286e13771f","south nyeri reserve","mahiga location",NA,18
"2095","235e2ae4","V8","fb1e6a462b0c2f10","south nyeri reserve","kihome sublocation",NA,19
"2096","236050e","V1","bb63725571653266","kagaa","kagaa",1,0
"2097","236050e","V2","5a442fdf1a15c607","kagaa","matimbei",NA,7
"2098","236050e","V3","2c4b3fe121127348","kagaa","karen",NA,3
"2099","236050e","V5","b899f9a4697598fa","kagaa","blenjeki",NA,8
"2100","236050e","V6","f9185ad9872456e9","kagaa","mahindu",NA,6
"2101","236050e","V8","0b0d034c89f8756a","kagaa","linenjeki",NA,9
"2102","236050e","V10","4225d5264cd14e7f","kagaa","linenjeke",NA,9
"2103","2369308e","V1","38c5a4cfae13a9cf","maragwa river","iregi",NA,10
"2104","2369308e","V6","915e333908e33bbc","maragwa river","maragua river",NA,1
"2105","2369308e","V7","b292dcc60f21b5d4","maragwa river","kangenga",NA,11
"2106","2369308e","V8","65442ddc55b2d6ef","maragwa river","gaikoigosublocation",NA,17
"2107","2369308e","V10","794bad2aab446e50","maragwa river","ngaru",NA,10
"2108","23705585","V8","c1dc9b4d836b71a1","curry","posi swamp",NA,10
"2109","23705585","V9","b0ae3cbff07436be","curry","pesi swamp",NA,10
"2110","2375c779","V1","0797c6eca8534032","fort hall","irati",NA,7
"2111","2375c779","V3","db428cc32ce8f67e","fort hall","gatare forest station",NA,15
"2112","2375c779","V8","d1bd89ab60c279f0","fort hall","gatareforeststation",NA,14
"2113","2375c779","V10","18f82e8e8d67e12b","fort hall","mununga track",NA,11
"2114","23866ce2","V1","ac269c630ea65986","daviss farm","bingwa",NA,9
"2115","23866ce2","V2","e4fc95859d8ffb9a","daviss farm","mahiga road",NA,8
"2116","23866ce2","V3","2738a6ee2cf69867","daviss farm","morengaifarm",NA,8
"2117","23866ce2","V4","61e3c10bc229a1db","daviss farm","morengai farm",NA,8
"2118","23866ce2","V6","7a25618da0a9c678","daviss farm","osinyei",NA,10
"2119","23866ce2","V7","7dc396b3ae815c66","daviss farm","loldaiga district road",NA,17
"2120","23866ce2","V9","ca7d349ed1cab3ca","daviss farm","engwaki",NA,10
"2121","23866ce2","V10","54c41077f3810276","daviss farm","chania",NA,9
"2122","238b04fc","V1","dc12ac3d19919213","podo park","kabati",NA,8
"2123","238b04fc","V3","08547fa5e2ae19da","podo park","gituandaga",NA,9
"2124","238b04fc","V4","aa8546d208762c65","podo park","marmanet",NA,9
"2125","23a0014b","V1","677475250cb54716","gatandu","nnundu",NA,4
"2126","23a0014b","V2","6f49a1b84dacf0c8","gatandu","roi",NA,7
"2127","23a0014b","V4","d756cc403e2c7d2e","gatandu","nrundu",NA,4
"2128","23a0014b","V7","d083b7bf854f6368","gatandu","nundu",NA,4
"2129","23a36e14","V1","c04ec550a1213f02","zimmermans farm","zimmerman",NA,6
"2130","23a36e14","V3","2a348020b50905a7","zimmermans farm","tannas tannery",NA,13
"2131","23a36e14","V4","1c1ea48ed8201a45","zimmermans farm","madre teresa catholic",NA,17
"2132","23a36e14","V5","f69f4fea29bc1522","zimmermans farm","zimmerman stage",NA,4
"2133","23a36e14","V6","8b1806951888de9a","zimmermans farm","mirema school",NA,10
"2134","23a36e14","V7","3f37b62759a122c1","zimmermans farm","githurai",NA,12
"2135","23a36e14","V8","ff8bafff7f6a287b","zimmermans farm","rosemark plg unit farmers choice farm",NA,28
"2136","23a36e14","V10","fa5a8870d480cf8b","zimmermans farm","cooperative bank",NA,12
"2137","23a6051f","V1","d9fb59656f304db9","rlong","kinguka",NA,6
"2138","23a6051f","V4","734dc3738f036273","rlong","ithima",NA,6
"2139","23a6051f","V7","322b58f8d1d21383","rlong","marmanet",NA,6
"2140","23a6051f","V9","c4d6c1249383b442","rlong","oljabet",NA,6
"2141","23b68beb","V1","87c83766cf229eb2","location 11","kambirwa",NA,10
"2142","23b68beb","V3","f3e46380697a00fd","location 11","gikindu secondary school",NA,21
"2143","23b68beb","V4","ed7929836993525f","location 11","muthigiriri",NA,11
"2144","23b68beb","V5","243cd3c04cb4490b","location 11","kamberua",NA,10
"2145","23bd387d","V1","eabcb46cd7e2a958","norris","mureru farm",NA,9
"2146","23bd387d","V3","1bc2aac83b2c2874","norris","hat the",NA,7
"2147","23bd387d","V5","1ebe7a7c8ce055ff","norris","murerufarm",NA,8
"2148","23bd387d","V6","6096aea738f8dfbd","norris","waguziru",NA,7
"2149","23bd387d","V8","06f1035c3ad5c885","norris","murera view academy",NA,16
"2150","23c6e23f","V1","c8c4602a6f7b582d","kihome mahiga","kiahagu sublocation",NA,13
"2151","23c6e23f","V4","9142c634352dd90e","kihome mahiga","kiahagusublocation",NA,13
"2152","23c6e23f","V5","ec1f4648976354e4","kihome mahiga","gathumbi",NA,11
"2153","23c6e23f","V7","7fec02c99e22ec3f","kihome mahiga","kiahagu",NA,8
"2154","23c6e23f","V9","afd7558a4fc4421b","kihome mahiga","kamokosublocation",NA,13
"2155","23c6e23f","V10","ec24bfbb890fadf2","kihome mahiga","kihome",NA,7
"2156","23ca7799","V1","162ca7444abdebe7","kerrarapon","koma rock",NA,8
"2157","23ca7799","V4","e5c3ae5d6c325915","kerrarapon","komarock",NA,7
"2158","23ca7799","V5","9b3f0b950c21ac18","kerrarapon","koma rock farm",NA,12
"2159","23ca7799","V6","d73b6679df2dcb00","kerrarapon","koma rock settlement",NA,17
"2160","23ca7799","V10","a8afa6709569102e","kerrarapon","komarockfarm",NA,10
"2161","23d062bb","V1","f65eb00f07a20215","forsters farm","kiraro",NA,10
"2162","23d062bb","V2","68e822eb6e4dceaa","forsters farm","kirarosublocation",NA,15
"2163","23d062bb","V3","7517dd23eb33fe61","forsters farm","to kakulet",NA,12
"2164","23d062bb","V4","be7f7cb82aa8cf5c","forsters farm","kamburaini",NA,12
"2165","23d062bb","V6","3a69207a0cceee61","forsters farm","kariakomo",NA,12
"2166","23d062bb","V7","9f0f18e3925aeff9","forsters farm","kalureri",NA,11
"2167","23d062bb","V10","b25b9aa0d774c55b","forsters farm","kiamiogo",NA,13
"2168","23d62444","V1","7d0a3a8433f1f6d9","gilgil","mawingo",NA,6
"2169","23d62444","V6","c8488a462e153b7b","gilgil","comwyne farm",NA,12
"2170","23d62444","V7","5199985889e9cd7a","gilgil","ol goashal farm",NA,13
"2171","23d62444","V8","9a2692e052768082","gilgil","kwetu farm",NA,10
"2172","23d62444","V9","2bb5fd7850f547ce","gilgil","githima",NA,4
"2173","23d9ec6d","V1","1978bf153b756409","north kinangop","ndunyu",NA,12
"2174","23d9ec6d","V2","97084681e71d174e","north kinangop","ugachiku",NA,12
"2175","23d9ec6d","V4","116131f3be20b7d4","north kinangop","ugachiku sublocation",NA,16
"2176","23d9ec6d","V7","2f8e2fdad0797700","north kinangop","mahiga",NA,11
"2177","23d9ec6d","V8","41b044e8ca18019e","north kinangop","kagere",NA,12
"2178","23f7e0b3","V1","a6cc926c0c09b245","mkurwe","mukuruesublocation",NA,13
"2179","23f7e0b3","V2","5f73bbdcbd55fdc5","mkurwe","mukurwe",NA,1
"2180","23f7e0b3","V3","a10417c7d48c036e","mkurwe","mukurue",NA,2
"2181","23f7e0b3","V4","68f39d14e9674805","mkurwe","mukuruwe sublocation",NA,14
"2182","23f7e0b3","V5","bf8635b89a428db2","mkurwe","mukuruwe",NA,2
"2183","23fe4f3","V1","51f79e2a3996c652","01 magogo","olmogogo",NA,4
"2184","23fe4f3","V2","7700898daeeb1d5a","01 magogo","biazi",NA,8
"2185","23fe4f3","V5","fcf603a7bab1b515","01 magogo","ol mogogo",NA,3
"2186","23fe4f3","V9","a74a29709c02c005","01 magogo","malawa",NA,7
"2187","24038553","V1","6552623121736969","kianyaga","samsons corner",NA,13
"2188","24038553","V4","2778d17879889ec5","kianyaga","samsonscorner",NA,12
"2189","24038553","V5","41a319dc4d9b663b","kianyaga","gakuu",NA,7
"2190","24038553","V6","210455a8d6d9e299","kianyaga","gakuo",NA,7
"2191","24038553","V10","a1c7cc48ea515889","kianyaga","samsons kona",NA,10
"2192","2415fb0c","V1","ea106f19b743b454","mutuini","waithaka",NA,7
"2193","2415fb0c","V2","0bc074f7b753ac9d","mutuini","waithaka sublocation",NA,17
